UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
The Washington Post,@washingtonpost,2022-07-29T10:51:01.000Z,"Nine months into a rail car shortage that has hobbled Metro and the Washington region, the transit agency’s new leader Randy Clarke said Thursday that returning to full service is his most pressing priority.
washingtonpost.com
New Metro leader says first priority is restoring rail service
Randy Clarke said safety will be mentioned less often because it will be intrinsic within Metro's operations.
12
12
55The Washington Post
@washingtonpost
·
Jul 29
Nine months into a rail car shortage that has hobbled Metro and the Washington region, the transit agency’s new leader Randy Clarke said Thursday that returning to full service is his most pressing priority.
washingtonpost.com
New Metro leader says first priority is restoring rail service
Randy Clarke said safety will be mentioned less often because it will be intrinsic within Metro's operations.
12
12
55",12,12,55
The Washington Post,@washingtonpost,2022-07-29T00:28:04.000Z,"Year after year for most of two decades, proposals to allow the government to negotiate lower prices from drug companies for Medicare recipients have wound up dead in Congress. 

Now the Washington drug lobby is on the cusp of a rare political loss.
washingtonpost.com
Drug industry poised for rare political loss on prices
25
75
225The Washington Post
@washingtonpost
·
Jul 29
Year after year for most of two decades, proposals to allow the government to negotiate lower prices from drug companies for Medicare recipients have wound up dead in Congress. 

Now the Washington drug lobby is on the cusp of a rare political loss.
washingtonpost.com
Drug industry poised for rare political loss on prices
25
75
225",25,75,225
The Washington Post,@washingtonpost,2022-07-29T00:22:03.000Z,"How much is a baseball card worth? For one Nationals fan, it was a complicated question.
washingtonpost.com
What a rare Juan Soto baseball card says about the price of fandom
How valuable was Bryce Onaran's Juan Soto rookie card? That remains the golden question.
9
5
24The Washington Post
@washingtonpost
·
Jul 29
How much is a baseball card worth? For one Nationals fan, it was a complicated question.
washingtonpost.com
What a rare Juan Soto baseball card says about the price of fandom
How valuable was Bryce Onaran's Juan Soto rookie card? That remains the golden question.
9
5
24",9,5,24
The Washington Post,@washingtonpost,2022-07-29T00:01:27.000Z,"“Drag is about self-expression without shame,” Sasha Velour writes in Opinions. “A child who sees queens and kings onstage twirling in costume, acting absurd and authentic before all of society, is bound to develop empathy and tolerance.”
washingtonpost.com
Opinion | I’m a drag queen. Here’s what my art really is.
Drag is nothing dangerous — including for children.
93
86
382The Washington Post
@washingtonpost
·
Jul 29
“Drag is about self-expression without shame,” Sasha Velour writes in Opinions. “A child who sees queens and kings onstage twirling in costume, acting absurd and authentic before all of society, is bound to develop empathy and tolerance.”
washingtonpost.com
Opinion | I’m a drag queen. Here’s what my art really is.
Drag is nothing dangerous — including for children.
93
86
382",93,86,382
The Washington Post Retweeted,@PostOpinions,2022-07-28T14:31:07.000Z,"On a cold evening in April, Russian opposition leader 
@vkaramurza
 was parking outside his Moscow apartment building when five uniformed police officers surrounded his car.

The officers yanked him from the vehicle and hustled him into a waiting van. https://wapo.st/3oDajvO
12
109
166The Washington Post Retweeted",12,109,166
The Washington Post,@washingtonpost,2022-07-28T23:40:08.000Z,"Kate Edwards works to foresee blind spots — and help video game developers steer clear.
washingtonpost.com
This geographer helps gaming companies avoid angering countries
When video games court controversy, this consultant steps in.
5
8
25The Washington Post
@washingtonpost
·
Jul 29
Kate Edwards works to foresee blind spots — and help video game developers steer clear.
washingtonpost.com
This geographer helps gaming companies avoid angering countries
When video games court controversy, this consultant steps in.
5
8
25",5,8,25
The Washington Post,@washingtonpost,2022-07-28T23:23:03.000Z,"Perspective: Some treatments can cause irreparable harm or death to the fetus and to the patient. Adding possible legal consequences complicates the decision-making.
washingtonpost.com
Perspective | Abortion ruling may restrict options for pregnant cancer patients
Some treatments can cause irreparable harm or death to the fetus and to the patient. Adding possible legal consequences complicates the decision-making.
10
27
41The Washington Post
@washingtonpost
·
Jul 29
Perspective: Some treatments can cause irreparable harm or death to the fetus and to the patient. Adding possible legal consequences complicates the decision-making.
washingtonpost.com
Perspective | Abortion ruling may restrict options for pregnant cancer patients
Some treatments can cause irreparable harm or death to the fetus and to the patient. Adding possible legal consequences complicates the decision-making.
10
27
41",10,27,41
The Washington Post,@washingtonpost,2022-07-28T17:56:45.000Z,"Comedian Jon Stewart called Republicans “cowards” after senators blocked legislation that would provide health-care coverage for military veterans who were exposed to toxins and burn pits during their service. https://wapo.st/3ozDrnJ
207
1,811
5,751The Washington Post
@washingtonpost
·
Jul 28
Comedian Jon Stewart called Republicans “cowards” after senators blocked legislation that would provide health-care coverage for military veterans who were exposed to toxins and burn pits during their service. https://wapo.st/3ozDrnJ
207
1,811
5,751",207,"1,811","5,751"
The Washington Post,@washingtonpost,2022-07-28T17:57:23.000Z,"On Wednesday, the revised measure drew 55 votes in the Senate — short of the 60 needed to overcome a filibuster.
washingtonpost.com
Senate Republicans block bill to help veterans exposed to toxic burn pits
Senate Republicans on Wednesday blocked a bill to help veterans exposed to toxic burn pits weeks after the measure initially sailed through the Senate with 84 votes, angering Democrats, veterans...
8
67
143",8,67,143
The Washington Post,@washingtonpost,2022-07-28T17:57:39.000Z,"Democrats accused Republicans of voting against it in retaliation for a deal announced earlier by Senate Majority Leader Charles E. Schumer (D-N.Y.) that will allow Democrats to move ahead on an economic package without Republican votes.
washingtonpost.com
Senate Republicans block bill to help veterans exposed to toxic burn pits
Senate Republicans on Wednesday blocked a bill to help veterans exposed to toxic burn pits weeks after the measure initially sailed through the Senate with 84 votes, angering Democrats, veterans...
16
66
165",16,66,165
The Washington Post,@washingtonpost,2022-07-28T17:56:57.000Z,"Perspective: A credit card chargeback is almost never the fastest or easiest way to get a refund.
washingtonpost.com
Perspective | Credit card chargebacks can fix travel problems. But there are limits.
The pandemic has popularized the use of credit card chargebacks to resolve travel disputes.
19
5
19The Washington Post
@washingtonpost
·
Jul 28
Perspective: A credit card chargeback is almost never the fastest or easiest way to get a refund.
washingtonpost.com
Perspective | Credit card chargebacks can fix travel problems. But there are limits.
The pandemic has popularized the use of credit card chargebacks to resolve travel disputes.
19
5
19",19,5,19
The Washington Post,@washingtonpost,2022-07-28T17:43:05.000Z,"Ukraine could be turning the tide of war again as Russian advances stall
washingtonpost.com
Ukraine could be turning the tide of war again as Russian advances stall
Western officials and analysts suspect that Russia's depleted forces are close to exhausting their capacity to make further territorial gains in Ukraine.
42
147
614The Washington Post
@washingtonpost
·
Jul 28
Ukraine could be turning the tide of war again as Russian advances stall
washingtonpost.com
Ukraine could be turning the tide of war again as Russian advances stall
Western officials and analysts suspect that Russia's depleted forces are close to exhausting their capacity to make further territorial gains in Ukraine.
42
147
614",42,147,614
The Washington Post,@washingtonpost,2022-07-28T13:29:38.000Z,"The new spending reflects a growing sense of fear in Washington that the country has failed to learn its lesson from the covid-19 pandemic and risks falling behind — particularly in the face of new crises.
washingtonpost.com
Democrats to seek $21 billion in emergency funds for covid, other outbreaks
The spending proposal aims to fulfill the White House's request for more covid aid while giving the government more flexibility to use the money on monkeypox.
7
16
59",7,16,59
The Washington Post,@washingtonpost,2022-07-28T13:29:38.000Z,"Lawmakers said the proposal would give the government latitude to shift some of the new funds toward any novel public health challenges. That could include monkeypox, for which the U.S. currently lacks a robust-enough supply of vaccines and treatments.
washingtonpost.com
Democrats to seek $21 billion in emergency funds for covid, other outbreaks
The spending proposal aims to fulfill the White House's request for more covid aid while giving the government more flexibility to use the money on monkeypox.
7
18
63",7,18,63
The Washington Post,@washingtonpost,2022-07-28T13:21:02.000Z,"Analysis: There’s a new version of Democrats’ economic package. And this time, the measure sidesteps what would have been a major headache for them during the 2024 presidential election.
washingtonpost.com
Analysis | With their new spending deal, Democrats could avoid a 2024 headache
It has many health provisions, including extending extra insurance subsidies through 2025.
16
29
72The Washington Post
@washingtonpost
·
Jul 28
Analysis: There’s a new version of Democrats’ economic package. And this time, the measure sidesteps what would have been a major headache for them during the 2024 presidential election.
washingtonpost.com
Analysis | With their new spending deal, Democrats could avoid a 2024 headache
It has many health provisions, including extending extra insurance subsidies through 2025.
16
29
72",16,29,72
The Washington Post Retweeted,@ElaheIzadi,2022-07-28T11:52:25.000Z,"NEW: I spoke w/ the local journalists who tuned out the national noise and just kept reporting, uncovering one of the first major post-Roe era stories. The saga shows how much we’ll rely on local journalists to shed light on the consequences of Roe’s fall:
washingtonpost.com
How local journalists proved a 10-year-old’s abortion wasn’t a hoax
The Indianapolis Star and the Columbus Dispatch broke the story of a 10-year-old girl who had to leave Ohio to get an abortion after Roe v. Wade fell.
24
873
2,226The Washington Post Retweeted",24,873,"2,226"
The Washington Post,@washingtonpost,2022-07-28T13:17:06.000Z,"The Moroccan government has created an “ecosystem of repression” to stifle criticism, through smear campaigns against dissidents, intimidation of their relatives and digital surveillance, according to new findings by Human Rights Watch.
washingtonpost.com
Morocco builds ‘ecosystem of repression’ to quash dissent, report says
The Human Rights Watch report comes ahead of the two-year anniversary of journalist Omar Radi’s imprisonment.
21
28
55The Washington Post
@washingtonpost
·
Jul 28
The Moroccan government has created an “ecosystem of repression” to stifle criticism, through smear campaigns against dissidents, intimidation of their relatives and digital surveillance, according to new findings by Human Rights Watch.
washingtonpost.com
Morocco builds ‘ecosystem of repression’ to quash dissent, report says
The Human Rights Watch report comes ahead of the two-year anniversary of journalist Omar Radi’s imprisonment.
21
28
55",21,28,55
