,username,handle,postdate,text,reply_cnt,retweet_cnt,Cleaned_sentences,pos_tags,senti_score,Overall Sentiment,ClusterName
65,The New York Times,@nytimes,2021-12-05T11:20:04.000Z,"Why Does Coffee Make Me Poop? It’s not clear why coffee can stimulate a bowel movement, but the speed of this effect suggests it’s mediated by the brain.",78,186,coffee make poop clear coffee stimulate bowel movement speed effect suggests mediated brain,"[('coffee', 'NN'), ('make', 'VBP'), ('poop', 'NN'), ('clear', 'JJ'), ('coffee', 'NN'), ('stimulate', 'NN'), ('bowel', 'NN'), ('movement', 'NN'), ('speed', 'NN'), ('effect', 'NN'), ('suggests', 'VBZ'), ('mediated', 'VBD'), ('brain', 'NN')]",0.125,Positive,0
66,The New York Times,@nytimes,2021-12-05T10:21:06.000Z,"How to Carry Your Covid Health Data on a Smartphone To plan for safe travels and gatherings this holiday season, here are some simple ways to take your Covid-related health data with you.",39,42,carry covid health data smartphone plan safe travels gatherings holiday season simple ways take covid related health data,"[('carry', 'NN'), ('covid', 'VBP'), ('health', 'NN'), ('data', 'NNS'), ('smartphone', 'NN'), ('plan', 'NN'), ('safe', 'JJ'), ('travels', 'JJ'), ('gatherings', 'NNS'), ('holiday', 'NN'), ('season', 'NN'), ('simple', 'JJ'), ('ways', 'NNS'), ('take', 'VBP'), ('covid', 'NN'), ('related', 'VBN'), ('health', 'NN'), ('data', 'NNS')]",1.0,Positive,1
67,The New York Times,@nytimes,2021-12-05T09:50:06.000Z,Opinion | Is Holiday Gift-Giving Really Worth It? December’s materialism can feel perfunctory.,63,95,opinion holiday gift giving really worth december materialism feel perfunctory,"[('opinion', 'NN'), ('holiday', 'NN'), ('gift', 'NN'), ('giving', 'VBG'), ('really', 'RB'), ('worth', 'JJ'), ('december', 'VBP'), ('materialism', 'NN'), ('feel', 'NN'), ('perfunctory', 'NN')]",0.75,Positive,0
68,The New York Times,@nytimes,2021-12-05T09:50:04.000Z,"The New Rules for Hosting That Holiday Party If the 2020 holiday season was the year to cancel everything, 2021 is about figuring out how to get our groove back.",18,32,new rules hosting holiday party holiday season year cancel everything figuring get groove back,"[('new', 'JJ'), ('rules', 'NNS'), ('hosting', 'VBG'), ('holiday', 'NN'), ('party', 'NN'), ('holiday', 'NN'), ('season', 'NN'), ('year', 'NN'), ('cancel', 'NN'), ('everything', 'NN'), ('figuring', 'VBG'), ('get', 'VB'), ('groove', 'VB'), ('back', 'RB')]",0.625,Positive,1
69,The New York Times,@nytimes,2021-12-05T09:20:04.000Z,Are My Stomach Problems Really All in My Head? Scientists often debate whether irritable bowel syndrome is a mental or physical issue. That’s not much help for those who suffer from it.,15,68,stomach problems really head scientists often debate whether irritable bowel syndrome mental physical issue much help suffer,"[('stomach', 'NN'), ('problems', 'NNS'), ('really', 'RB'), ('head', 'JJ'), ('scientists', 'NNS'), ('often', 'RB'), ('debate', 'VBP'), ('whether', 'IN'), ('irritable', 'JJ'), ('bowel', 'NN'), ('syndrome', 'JJ'), ('mental', 'JJ'), ('physical', 'JJ'), ('issue', 'NN'), ('much', 'RB'), ('help', 'NN'), ('suffer', 'VB')]",0.625,Positive,0
70,The New York Times,@nytimes,2021-12-05T08:50:06.000Z,With Omicron Comes Uncertainty. Here’s How to Handle It. Experts share techniques to ease the mental toll of an evolving pandemic.,53,61,omicron comes uncertainty handle experts share techniques ease mental toll evolving pandemic,"[('omicron', 'NN'), ('comes', 'VBZ'), ('uncertainty', 'NN'), ('handle', 'NN'), ('experts', 'NNS'), ('share', 'NN'), ('techniques', 'VBZ'), ('ease', 'VB'), ('mental', 'JJ'), ('toll', 'NN'), ('evolving', 'VBG'), ('pandemic', 'JJ')]",0.125,Positive,0
71,The New York Times,@nytimes,2021-12-05T08:20:03.000Z,It’s Always Sunny With Rob McElhenney The FXX series “It’s Always Sunny in Philadelphia” is about to become the longest-running live-action sitcom in U.S. history. Its energetic star and creator wants to know what’s next.,26,38,always sunny rob mcelhenney fxx series always sunny philadelphia become longest running live action sitcom u history energetic star creator wants know next,"[('always', 'RB'), ('sunny', 'JJ'), ('rob', 'NN'), ('mcelhenney', 'NN'), ('fxx', 'NN'), ('series', 'NN'), ('always', 'RB'), ('sunny', 'JJ'), ('philadelphia', 'NN'), ('become', 'NN'), ('longest', 'JJS'), ('running', 'VBG'), ('live', 'JJ'), ('action', 'NN'), ('sitcom', 'NN'), ('u', 'JJ'), ('history', 'NN'), ('energetic', 'JJ'), ('star', 'NN'), ('creator', 'NN'), ('wants', 'VBZ'), ('know', 'VBP'), ('next', 'JJ')]",1.375,Positive,0
72,The New York Times,@nytimes,2021-12-05T07:50:04.000Z,Colton Underwood Comes Out and Comes Clean The former “Bachelor” star announced he is gay on national TV in April. A new Netflix reality series seeks to share his journey and address the criticism.,72,58,colton underwood comes comes clean former bachelor star announced gay national tv april new netflix reality series seeks share journey address criticism,"[('colton', 'NN'), ('underwood', 'NN'), ('comes', 'VBZ'), ('comes', 'VBZ'), ('clean', 'JJ'), ('former', 'JJ'), ('bachelor', 'NN'), ('star', 'NN'), ('announced', 'VBD'), ('gay', 'JJ'), ('national', 'JJ'), ('tv', 'NN'), ('april', 'IN'), ('new', 'JJ'), ('netflix', 'NN'), ('reality', 'NN'), ('series', 'NN'), ('seeks', 'VBZ'), ('share', 'NN'), ('journey', 'NN'), ('address', 'NN'), ('criticism', 'NN')]",0.375,Positive,0
73,The New York Times,@nytimes,2021-12-05T02:20:06.000Z,"A Brief Guide to Every Sport at the Winter Olympics From Alpine skiing to speedskating, and everything in between: Here are all the sports that are part of the Beijing Games in 2022.",58,69,brief guide every sport winter olympics alpine skiing speedskating everything sports part beijing games,"[('brief', 'NN'), ('guide', 'JJ'), ('every', 'DT'), ('sport', 'NN'), ('winter', 'NN'), ('olympics', 'NNS'), ('alpine', 'VBP'), ('skiing', 'VBG'), ('speedskating', 'VBG'), ('everything', 'NN'), ('sports', 'NNS'), ('part', 'NN'), ('beijing', 'VBG'), ('games', 'NNS')]",0.0,Positive,0
74,The New York Times,@nytimes,2021-12-05T01:50:02.000Z,"Palestinian Who Stabs Israeli in East Jerusalem Is Killed by Police The incident, captured in videos, was at least the fifth such knife attack in Jerusalem since September.",92,61,palestinian stabs israeli east jerusalem killed police incident captured videos least fifth knife attack jerusalem since september,"[('palestinian', 'JJ'), ('stabs', 'NN'), ('israeli', 'JJ'), ('east', 'NN'), ('jerusalem', 'NN'), ('killed', 'VBD'), ('police', 'NNS'), ('incident', 'NN'), ('captured', 'VBD'), ('videos', 'NNS'), ('least', 'JJS'), ('fifth', 'JJ'), ('knife', 'NN'), ('attack', 'NN'), ('jerusalem', 'NN'), ('since', 'IN'), ('september', 'NN')]",-0.375,Negative,2
75,The New York Times,@nytimes,2021-12-05T01:20:03.000Z,"5 Minutes That Will Make You Love the Organ Listen to the biggest, loudest, most extravagant (yet incredibly subtle) instrument of them all.",20,33,minutes make love organ listen biggest loudest extravagant yet incredibly subtle instrument,"[('minutes', 'NNS'), ('make', 'VBP'), ('love', 'VB'), ('organ', 'JJ'), ('listen', 'JJ'), ('biggest', 'JJS'), ('loudest', 'JJS'), ('extravagant', 'NN'), ('yet', 'RB'), ('incredibly', 'RB'), ('subtle', 'JJ'), ('instrument', 'NN')]",0.875,Positive,0
76,The New York Times,@nytimes,2021-12-05T01:00:16.000Z,The Best Electronics Kits for Kids and Beginners We tested electronics kits with kids ages 7 to 12 and got feedback from parents and makers to find the most engaging ways for kids to learn about electronics.,15,32,best electronics kits kids beginners tested electronics kits kids ages got feedback parents makers find engaging ways kids learn electronics,"[('best', 'JJS'), ('electronics', 'NNS'), ('kits', 'NNS'), ('kids', 'NNS'), ('beginners', 'NNS'), ('tested', 'VBD'), ('electronics', 'NNS'), ('kits', 'NNS'), ('kids', 'NNS'), ('ages', 'NNS'), ('got', 'VBD'), ('feedback', 'JJ'), ('parents', 'NNS'), ('makers', 'NNS'), ('find', 'VBP'), ('engaging', 'JJ'), ('ways', 'NNS'), ('kids', 'NNS'), ('learn', 'VBP'), ('electronics', 'NNS')]",1.625,Positive,0
77,The New York Times,@nytimes,2021-12-05T00:50:05.000Z,Painter of Elijah Cummings Portrait Finds It’s a Career-Changer The Baltimore artist Jerrell Gibbs was commissioned to paint Maryland’s late Representative. The official portrait will be installed at the U.S. Capitol.,17,84,painter elijah cummings portrait finds career changer baltimore artist jerrell gibbs commissioned paint maryland late representative official portrait installed u capitol,"[('painter', 'NN'), ('elijah', 'NN'), ('cummings', 'NNS'), ('portrait', 'VBP'), ('finds', 'NNS'), ('career', 'VBP'), ('changer', 'JJR'), ('baltimore', 'RBR'), ('artist', 'NN'), ('jerrell', 'NN'), ('gibbs', 'NN'), ('commissioned', 'VBD'), ('paint', 'JJ'), ('maryland', 'NN'), ('late', 'RB'), ('representative', 'JJ'), ('official', 'JJ'), ('portrait', 'NN'), ('installed', 'VBD'), ('u', 'JJ'), ('capitol', 'NN')]",0.5,Positive,0
78,The New York Times,@nytimes,2021-12-05T00:20:05.000Z,"The Gator Finds a Place at the Tailgate Alligator, long a food source for Louisianians, has become more popular nationally. But its big moment comes at an annual football matchup in Baton Rouge.",38,57,gator finds place tailgate alligator long food source louisianians become popular nationally big moment comes annual football matchup baton rouge,"[('gator', 'NN'), ('finds', 'VBZ'), ('place', 'NN'), ('tailgate', 'JJ'), ('alligator', 'NN'), ('long', 'RB'), ('food', 'NN'), ('source', 'NN'), ('louisianians', 'VBZ'), ('become', 'VBN'), ('popular', 'JJ'), ('nationally', 'RB'), ('big', 'JJ'), ('moment', 'NN'), ('comes', 'VBZ'), ('annual', 'JJ'), ('football', 'NN'), ('matchup', 'NN'), ('baton', 'NN'), ('rouge', 'NN')]",0.25,Positive,0
79,The New York Times,@nytimes,2021-12-04T23:50:03.000Z,"Sharing Hard-Won Money Lessons to Build Generational Wealth Wanting to help others in their communities, influencers of color who taught themselves how to pay off big debts and invest have developed audiences for their experience and advice.",45,90,sharing hard money lessons build generational wealth wanting help others communities influencers color taught pay big debts invest developed audiences experience advice,"[('sharing', 'VBG'), ('hard', 'JJ'), ('money', 'NN'), ('lessons', 'NNS'), ('build', 'VBP'), ('generational', 'JJ'), ('wealth', 'NN'), ('wanting', 'VBG'), ('help', 'NN'), ('others', 'NNS'), ('communities', 'VBZ'), ('influencers', 'NNS'), ('color', 'NN'), ('taught', 'VBD'), ('pay', 'NN'), ('big', 'JJ'), ('debts', 'NNS'), ('invest', 'VBP'), ('developed', 'VBN'), ('audiences', 'NNS'), ('experience', 'NN'), ('advice', 'NN')]",-0.125,Negative,0
80,The New York Times,@nytimes,2021-12-04T19:26:18.000Z,Black Man Wins New Trial Over Confederate Memorabilia in Jury Room A Tennessee appeals court granted Tim Gilbert a new trial after jurors deliberated in a room named after the United Daughters of the Confederacy.,26,45,black man wins new trial confederate memorabilia jury room tennessee appeals court granted tim gilbert new trial jurors deliberated room named united daughters confederacy,"[('black', 'JJ'), ('man', 'NN'), ('wins', 'VBZ'), ('new', 'JJ'), ('trial', 'NN'), ('confederate', 'NN'), ('memorabilia', 'JJ'), ('jury', 'NN'), ('room', 'NN'), ('tennessee', 'NN'), ('appeals', 'NNS'), ('court', 'NN'), ('granted', 'VBD'), ('tim', 'NN'), ('gilbert', 'JJ'), ('new', 'JJ'), ('trial', 'NN'), ('jurors', 'NNS'), ('deliberated', 'VBD'), ('room', 'NN'), ('named', 'VBN'), ('united', 'JJ'), ('daughters', 'NNS'), ('confederacy', 'NN')]",0.375,Positive,1
81,The New York Times,@nytimes,2021-12-04T19:15:05.000Z,"Best TV Shows of 2021 From Bo Burnham to “We Are Lady Parts,” the best in television this year offered ingenuity, humor, defiance and hope.",4,23,best tv shows bo burnham lady parts best television year offered ingenuity humor defiance hope,"[('best', 'JJS'), ('tv', 'NN'), ('shows', 'NNS'), ('bo', 'VBP'), ('burnham', 'JJ'), ('lady', 'NN'), ('parts', 'NNS'), ('best', 'JJS'), ('television', 'NN'), ('year', 'NN'), ('offered', 'VBN'), ('ingenuity', 'NN'), ('humor', 'NN'), ('defiance', 'NN'), ('hope', 'NN')]",2.0,Positive,0
82,The New York Times,@nytimes,2021-12-04T19:00:34.000Z,"How ‘Shadow’ Foster Care Is Tearing Families Apart Across the country, an unregulated system is severing parents from children, who often end up abandoned by the agencies that are supposed to protect them.",30,113,shadow foster care tearing families apart across country unregulated system severing parents children often end abandoned agencies supposed protect,"[('shadow', 'NN'), ('foster', 'NN'), ('care', 'NN'), ('tearing', 'VBG'), ('families', 'NNS'), ('apart', 'RB'), ('across', 'IN'), ('country', 'NN'), ('unregulated', 'JJ'), ('system', 'NN'), ('severing', 'VBG'), ('parents', 'NNS'), ('children', 'NNS'), ('often', 'RB'), ('end', 'VBP'), ('abandoned', 'VBN'), ('agencies', 'NNS'), ('supposed', 'VBD'), ('protect', 'NN')]",-0.625,Negative,0
83,The New York Times,@nytimes,2021-12-04T18:45:10.000Z,"Around her house, Samantha Lewis has posted cards scrawled with steps reminding how to do tasks in her daily life. It is one of many strategies Lewis, 34, has learned from ""cognitive rehab,"" an intensive therapy program to fight the symptoms of long Covid.",27,68,around house samantha lewis posted cards scrawled steps reminding tasks daily life one many strategies lewis learned cognitive rehab intensive therapy program fight symptoms long covid,"[('around', 'IN'), ('house', 'NN'), ('samantha', 'NN'), ('lewis', 'NN'), ('posted', 'VBD'), ('cards', 'NNS'), ('scrawled', 'VBN'), ('steps', 'NNS'), ('reminding', 'VBG'), ('tasks', 'NNS'), ('daily', 'JJ'), ('life', 'NN'), ('one', 'CD'), ('many', 'JJ'), ('strategies', 'NNS'), ('lewis', 'VBP'), ('learned', 'VBN'), ('cognitive', 'JJ'), ('rehab', 'NN'), ('intensive', 'JJ'), ('therapy', 'NN'), ('program', 'NN'), ('fight', 'NN'), ('symptoms', 'NNS'), ('long', 'RB'), ('covid', 'VBP')]",0.5,Positive,2
84,The New York Times Retweeted,@NYTArchives,2021-12-04T15:00:16.000Z,"To celebrate Hanukkah in 1977, workers put the finishing touches on the first giant New York City menorah at Grand Army Plaza. The first candle was lit on the 30-by-20-foot menorah the following Sunday, just after dusk. #nytarchives #hanukkah",9,49,celebrate hanukkah workers put finishing touches first giant new york city menorah grand army plaza first candle lit foot menorah following sunday dusk nytarchives hanukkah,"[('celebrate', 'NN'), ('hanukkah', 'NN'), ('workers', 'NNS'), ('put', 'VBD'), ('finishing', 'VBG'), ('touches', 'NNS'), ('first', 'RB'), ('giant', 'JJ'), ('new', 'JJ'), ('york', 'NN'), ('city', 'NN'), ('menorah', 'JJ'), ('grand', 'JJ'), ('army', 'NN'), ('plaza', 'NN'), ('first', 'RB'), ('candle', 'JJ'), ('lit', 'JJ'), ('foot', 'NN'), ('menorah', 'NN'), ('following', 'VBG'), ('sunday', 'JJ'), ('dusk', 'JJ'), ('nytarchives', 'NNS'), ('hanukkah', 'VBP')]",1.0,Positive,1
85,The New York Times,@nytimes,2021-12-04T18:20:05.000Z,"‘The Power of the Dog’ Review: Wild Hearts on a Closed Frontier In Jane Campion’s staggering take on the western, her first movie in more than a decade, a cruel cowboy meets his surprising match.",37,79,power dog review wild hearts closed frontier jane campion staggering take western first movie decade cruel cowboy meets surprising match,"[('power', 'NN'), ('dog', 'NN'), ('review', 'NN'), ('wild', 'JJ'), ('hearts', 'NNS'), ('closed', 'VBD'), ('frontier', 'JJR'), ('jane', 'NN'), ('campion', 'NN'), ('staggering', 'VBG'), ('take', 'VB'), ('western', 'JJ'), ('first', 'JJ'), ('movie', 'NN'), ('decade', 'NN'), ('cruel', 'NN'), ('cowboy', 'NN'), ('meets', 'NNS'), ('surprising', 'JJ'), ('match', 'NN')]",-0.5,Negative,0
86,The New York Times,@nytimes,2021-12-04T18:10:06.000Z,"U.S. Intelligence Sees Russian Plan for Possible Ukraine Invasion An invasion force could include 175,000 troops, but U.S. officials stress that President Vladimir V. Putin’s intentions remain unclear.",88,191,u intelligence sees russian plan possible ukraine invasion invasion force could include troops u officials stress president vladimir v putin intentions remain unclear,"[('u', 'JJ'), ('intelligence', 'NN'), ('sees', 'NNS'), ('russian', 'JJ'), ('plan', 'NN'), ('possible', 'JJ'), ('ukraine', 'JJ'), ('invasion', 'NN'), ('invasion', 'NN'), ('force', 'NN'), ('could', 'MD'), ('include', 'VB'), ('troops', 'JJ'), ('u', 'JJ'), ('officials', 'NNS'), ('stress', 'VBD'), ('president', 'NN'), ('vladimir', 'NN'), ('v', 'NN'), ('putin', 'NN'), ('intentions', 'NNS'), ('remain', 'VBP'), ('unclear', 'JJ')]",1.25,Positive,0
87,The New York Times Retweeted,@kitastew,2021-12-04T14:29:47.000Z,"Christmas Tree Questions? Ask the Mayor of Rockefeller Center. For two decades, Correll Jones has been the man to ask about New York’s most famous tree — and where to find the public bathrooms.",4,17,christmas tree questions ask mayor rockefeller center two decades correll jones man ask new york famous tree find public bathrooms,"[('christmas', 'NNS'), ('tree', 'VBP'), ('questions', 'NNS'), ('ask', 'VB'), ('mayor', 'JJ'), ('rockefeller', 'NN'), ('center', 'NN'), ('two', 'CD'), ('decades', 'NNS'), ('correll', 'VBP'), ('jones', 'NNS'), ('man', 'NN'), ('ask', 'VBP'), ('new', 'JJ'), ('york', 'NN'), ('famous', 'JJ'), ('tree', 'JJ'), ('find', 'VBP'), ('public', 'JJ'), ('bathrooms', 'NNS')]",0.5,Positive,1
88,The New York Times,@nytimes,2021-12-04T17:04:04.000Z,"Omicron and Travel: So, Now Do I Need Trip Insurance? In light of the new variant, is extra protection warranted for things like flight and lodging cancellations and quarantine hotels? It depends. Here’s what you need to know.",18,17,omicron travel need trip insurance light new variant extra protection warranted things like flight lodging cancellations quarantine hotels depends need know,"[('omicron', 'NN'), ('travel', 'NN'), ('need', 'VBP'), ('trip', 'NN'), ('insurance', 'NN'), ('light', 'VBD'), ('new', 'JJ'), ('variant', 'JJ'), ('extra', 'JJ'), ('protection', 'NN'), ('warranted', 'VBD'), ('things', 'NNS'), ('like', 'IN'), ('flight', 'NN'), ('lodging', 'VBG'), ('cancellations', 'NNS'), ('quarantine', 'JJ'), ('hotels', 'NNS'), ('depends', 'VBZ'), ('need', 'VBP'), ('know', 'VB')]",-0.625,Negative,1
89,The New York Times,@nytimes,2021-12-04T17:00:13.000Z,"Voting Battles of 2022 Take Shape as G.O.P. Crafts New Election Bills Republicans plan to carry their push to reshape the nation’s electoral system into next year, with Democrats vowing to oppose them but holding few options in G.O.P.-led states.",83,131,voting battles take shape g p crafts new election bills republicans plan carry push reshape nation electoral system next year democrats vowing oppose holding options g p led states,"[('voting', 'VBG'), ('battles', 'NNS'), ('take', 'VBP'), ('shape', 'NN'), ('g', 'NN'), ('p', 'NN'), ('crafts', 'VBP'), ('new', 'JJ'), ('election', 'NN'), ('bills', 'NNS'), ('republicans', 'VBZ'), ('plan', 'NN'), ('carry', 'VBP'), ('push', 'JJ'), ('reshape', 'NN'), ('nation', 'NN'), ('electoral', 'JJ'), ('system', 'NN'), ('next', 'JJ'), ('year', 'NN'), ('democrats', 'NNS'), ('vowing', 'VBG'), ('oppose', 'VBP'), ('holding', 'VBG'), ('options', 'NNS'), ('g', 'VBP'), ('p', 'NN'), ('led', 'VBN'), ('states', 'NNS')]",0.125,Positive,1
90,The New York Times,@nytimes,2021-12-04T16:50:05.000Z,"Money Found by Plumber at Joel Osteen’s Church Is Tied to 2014 Burglary, Police Say The discovery was revealed when the plumber called into a Houston radio show on Thursday.",75,177,money found plumber joel osteen church tied burglary police say discovery revealed plumber called houston radio show thursday,"[('money', 'NN'), ('found', 'VBD'), ('plumber', 'RB'), ('joel', 'JJ'), ('osteen', 'JJ'), ('church', 'NN'), ('tied', 'VBN'), ('burglary', 'JJ'), ('police', 'NNS'), ('say', 'VBP'), ('discovery', 'NN'), ('revealed', 'VBD'), ('plumber', 'NN'), ('called', 'VBN'), ('houston', 'NN'), ('radio', 'NN'), ('show', 'NN'), ('thursday', 'NN')]",0.0,Positive,0
91,The New York Times,@nytimes,2021-12-04T16:45:07.000Z,The Variant Hunters: Inside South Africa’s Effort to Stanch Dangerous Mutations Scientists in a cutting-edge laboratory do part of the work. Local health workers on foot do the rest.,29,103,variant hunters inside south africa effort stanch dangerous mutations scientists cutting edge laboratory part work local health workers foot rest,"[('variant', 'NN'), ('hunters', 'NNS'), ('inside', 'IN'), ('south', 'JJ'), ('africa', 'JJ'), ('effort', 'NN'), ('stanch', 'NN'), ('dangerous', 'JJ'), ('mutations', 'NNS'), ('scientists', 'NNS'), ('cutting', 'VBG'), ('edge', 'NN'), ('laboratory', 'JJ'), ('part', 'NN'), ('work', 'NN'), ('local', 'JJ'), ('health', 'NN'), ('workers', 'NNS'), ('foot', 'VBP'), ('rest', 'NN')]",-0.125,Negative,1
92,The New York Times,@nytimes,2021-12-04T16:20:06.000Z,"Samba, Cachaça and Pickled Eggs: ‘Dirty Feet’ Bars Are ‘Essence of Rio’ A cross between a dive bar and a greasy spoon, Rio de Janeiro’s beloved (and proudly filthy) hole-in-the wall joints are some of the most democratic spaces in a deeply unequal city.",17,65,samba cacha pickled eggs dirty feet bars essence rio cross dive bar greasy spoon rio de janeiro beloved proudly filthy hole wall joints democratic spaces deeply unequal city,"[('samba', 'NN'), ('cacha', 'NN'), ('pickled', 'VBD'), ('eggs', 'NNS'), ('dirty', 'JJ'), ('feet', 'NNS'), ('bars', 'NNS'), ('essence', 'RB'), ('rio', 'VBP'), ('cross', 'NN'), ('dive', 'JJ'), ('bar', 'NN'), ('greasy', 'NN'), ('spoon', 'NN'), ('rio', 'NN'), ('de', 'IN'), ('janeiro', 'NN'), ('beloved', 'VBD'), ('proudly', 'RB'), ('filthy', 'JJ'), ('hole', 'NN'), ('wall', 'NN'), ('joints', 'NNS'), ('democratic', 'JJ'), ('spaces', 'NNS'), ('deeply', 'RB'), ('unequal', 'JJ'), ('city', 'NN')]",-1.375,Negative,0
93,The New York Times Retweeted,@cegoldbaum,2021-12-04T16:09:43.000Z,"Facing Economic Collapse, Afghanistan Is Gripped by Starvation An estimated 22.8 million people — more than half the country’s population — are expected to face potentially life-threatening food insecurity this winter. Many are already on the brink of catastro...",38,137,facing economic collapse afghanistan gripped starvation estimated million people half country population expected face potentially life threatening food insecurity winter many already brink catastro,"[('facing', 'VBG'), ('economic', 'JJ'), ('collapse', 'NN'), ('afghanistan', 'NN'), ('gripped', 'VBD'), ('starvation', 'NN'), ('estimated', 'VBN'), ('million', 'CD'), ('people', 'NNS'), ('half', 'JJ'), ('country', 'NN'), ('population', 'NN'), ('expected', 'VBD'), ('face', 'NN'), ('potentially', 'RB'), ('life', 'NN'), ('threatening', 'VBG'), ('food', 'NN'), ('insecurity', 'NN'), ('winter', 'VBP'), ('many', 'JJ'), ('already', 'RB'), ('brink', 'VBP'), ('catastro', 'NNS')]",-0.125,Negative,0
94,The New York Times,@nytimes,2021-12-04T10:00:15.000Z,"The Best Santa Hats for Christmas Subpar Santa hats dominate store shelves, but we’ve found some stellar Santa hats for every price and personality.",22,28,best santa hats christmas subpar santa hats dominate store shelves found stellar santa hats every price personality,"[('best', 'JJS'), ('santa', 'NN'), ('hats', 'NNS'), ('christmas', 'VBP'), ('subpar', 'JJ'), ('santa', 'NN'), ('hats', 'NNS'), ('dominate', 'VBP'), ('store', 'NN'), ('shelves', 'NNS'), ('found', 'VBD'), ('stellar', 'JJ'), ('santa', 'NN'), ('hats', 'NNS'), ('every', 'DT'), ('price', 'NN'), ('personality', 'NN')]",0.75,Positive,0
95,The New York Times Retweeted,@IKershner,2021-12-03T16:28:14.000Z,"Stabbed 20 Times by Her Husband, She Now Fights Laws Favoring Abusers Shira Isakov, once a little-known Israeli working in advertising, has become a national force in the struggle to combat domestic violence and change the legal landscape on parental rights.",9,42,stabbed times husband fights laws favoring abusers shira isakov little known israeli working advertising become national force struggle combat domestic violence change legal landscape parental rights,"[('stabbed', 'VBN'), ('times', 'NNS'), ('husband', 'VBP'), ('fights', 'NNS'), ('laws', 'NNS'), ('favoring', 'VBG'), ('abusers', 'NNS'), ('shira', 'VBP'), ('isakov', 'JJ'), ('little', 'JJ'), ('known', 'VBN'), ('israeli', 'JJ'), ('working', 'VBG'), ('advertising', 'NN'), ('become', 'VBN'), ('national', 'JJ'), ('force', 'NN'), ('struggle', 'NN'), ('combat', 'NN'), ('domestic', 'JJ'), ('violence', 'NN'), ('change', 'NN'), ('legal', 'JJ'), ('landscape', 'NN'), ('parental', 'NN'), ('rights', 'NNS')]",-0.125,Negative,0
96,The New York Times,@nytimes,2021-12-04T09:00:18.000Z,"English Teenager Finds Bronze Age Ax Using a Metal Detector On her third day out with a metal detector, Milly Hardwick, 13, found a hoard of items from more than 3,000 years ago. “We were just laughing our heads off,” she said.",31,144,english teenager finds bronze age ax using metal detector third day metal detector milly hardwick found hoard items years ago laughing heads said,"[('english', 'JJ'), ('teenager', 'NN'), ('finds', 'VBZ'), ('bronze', 'JJ'), ('age', 'NN'), ('ax', 'NN'), ('using', 'VBG'), ('metal', 'JJ'), ('detector', 'JJ'), ('third', 'JJ'), ('day', 'NN'), ('metal', 'NN'), ('detector', 'NN'), ('milly', 'RB'), ('hardwick', 'JJ'), ('found', 'VBD'), ('hoard', 'RB'), ('items', 'NNS'), ('years', 'NNS'), ('ago', 'RB'), ('laughing', 'VBG'), ('heads', 'NNS'), ('said', 'VBD')]",0.0,Positive,0
97,The New York Times,@nytimes,2021-12-04T08:05:16.000Z,"Parents of Michigan Shooting Suspect Arrested, Police Say The couple were charged after officials said their son carried out the shootings using a handgun his parents had bought for him.",90,293,parents michigan shooting suspect arrested police say couple charged officials said son carried shootings using handgun parents bought,"[('parents', 'NNS'), ('michigan', 'VBP'), ('shooting', 'VBG'), ('suspect', 'NN'), ('arrested', 'VBN'), ('police', 'NNS'), ('say', 'VBP'), ('couple', 'NN'), ('charged', 'VBN'), ('officials', 'NNS'), ('said', 'VBD'), ('son', 'NN'), ('carried', 'VBD'), ('shootings', 'NNS'), ('using', 'VBG'), ('handgun', 'NN'), ('parents', 'NNS'), ('bought', 'VBD')]",0.125,Positive,2
98,The New York Times,@nytimes,2021-12-04T08:00:08.000Z,"Taliban Decree an End to Forced Marriages in Afghanistan The decree, attributed to the group’s religious leader, calls for more rights for women under Islamic law, but does not say whether women will regain easier access to education or jobs.",33,103,taliban decree end forced marriages afghanistan decree attributed group religious leader calls rights women islamic law say whether women regain easier access education jobs,"[('taliban', 'NN'), ('decree', 'JJ'), ('end', 'NN'), ('forced', 'VBD'), ('marriages', 'NNS'), ('afghanistan', 'VBP'), ('decree', 'RB'), ('attributed', 'VBN'), ('group', 'NN'), ('religious', 'JJ'), ('leader', 'NN'), ('calls', 'VBZ'), ('rights', 'NNS'), ('women', 'NNS'), ('islamic', 'JJ'), ('law', 'NN'), ('say', 'VBP'), ('whether', 'IN'), ('women', 'NNS'), ('regain', 'VBP'), ('easier', 'JJR'), ('access', 'NN'), ('education', 'NN'), ('jobs', 'NNS')]",0.625,Positive,0
