,username,handle,postdate,text,reply_cnt,retweet_cnt,Cleaned_sentences,pos_tags,senti_score,Overall Sentiment,ClusterName
0,The New York Times,@nytimes,2021-12-07T12:00:14.000Z,"Volunteer Dies After a Sheep Charges at Her on a Therapy Farm Kim Taylor, 73, went into cardiac arrest after being attacked while caring for livestock at a Massachusetts farm, the police said.",41,71,volunteer dies sheep charges therapy farm kim taylor went cardiac arrest attacked caring livestock massachusetts farm police said,"[('volunteer', 'NN'), ('dies', 'VBZ'), ('sheep', 'JJ'), ('charges', 'NNS'), ('therapy', 'VBP'), ('farm', 'NN'), ('kim', 'NN'), ('taylor', 'NN'), ('went', 'VBD'), ('cardiac', 'JJ'), ('arrest', 'NN'), ('attacked', 'VBD'), ('caring', 'VBG'), ('livestock', 'NN'), ('massachusetts', 'NNS'), ('farm', 'NN'), ('police', 'NN'), ('said', 'VBD')]",0.125,Positive,2
1,The New York Times,@nytimes,2021-12-07T11:45:03.000Z,"The Elusive Truth Behind the Attack on a French Soccer Star The assault of a top women’s player made headlines, with masked men, a metal bar and a teammate arrested. But weeks later, new details suggest the original story might have been wrong.",12,40,elusive truth behind attack french soccer star assault top women player made headlines masked men metal bar teammate arrested weeks later new details suggest original story might wrong,"[('elusive', 'JJ'), ('truth', 'NN'), ('behind', 'IN'), ('attack', 'NN'), ('french', 'JJ'), ('soccer', 'NN'), ('star', 'NN'), ('assault', 'NN'), ('top', 'JJ'), ('women', 'NNS'), ('player', 'NN'), ('made', 'VBD'), ('headlines', 'NNS'), ('masked', 'VBN'), ('men', 'NNS'), ('metal', 'JJ'), ('bar', 'NN'), ('teammate', 'NN'), ('arrested', 'VBN'), ('weeks', 'NNS'), ('later', 'RB'), ('new', 'JJ'), ('details', 'NNS'), ('suggest', 'VBP'), ('original', 'JJ'), ('story', 'NN'), ('might', 'MD'), ('wrong', 'VB')]",0.375,Positive,0
2,The New York Times,@nytimes,2021-12-07T11:30:02.000Z,"Michael Steinhardt, Billionaire, Surrenders $70 Million in Stolen Relics The hedge fund pioneer is barred for life from buying more antiquities. He turned over 180 stolen objects that had decorated his homes and office.",46,163,michael steinhardt billionaire surrenders million stolen relics hedge fund pioneer barred life buying antiquities turned stolen objects decorated homes office,"[('michael', 'NN'), ('steinhardt', 'NN'), ('billionaire', 'NN'), ('surrenders', 'NNS'), ('million', 'CD'), ('stolen', 'VBN'), ('relics', 'NNS'), ('hedge', 'VBP'), ('fund', 'NN'), ('pioneer', 'NN'), ('barred', 'VBD'), ('life', 'NN'), ('buying', 'NN'), ('antiquities', 'NNS'), ('turned', 'VBD'), ('stolen', 'JJ'), ('objects', 'NNS'), ('decorated', 'VBN'), ('homes', 'NNS'), ('office', 'NN')]",-0.125,Negative,0
3,The New York Times,@nytimes,2021-12-07T11:15:04.000Z,"Instagram Says Parental Controls Will Arrive in March Adam Mosseri, the head of the company, is expected to face questions from lawmakers this week about whether social media harms children.",16,60,instagram says parental controls arrive march adam mosseri head company expected face questions lawmakers week whether social media harms children,"[('instagram', 'NN'), ('says', 'VBZ'), ('parental', 'JJ'), ('controls', 'NNS'), ('arrive', 'JJ'), ('march', 'NN'), ('adam', 'NN'), ('mosseri', 'NN'), ('head', 'NN'), ('company', 'NN'), ('expected', 'VBD'), ('face', 'NN'), ('questions', 'NNS'), ('lawmakers', 'NNS'), ('week', 'NN'), ('whether', 'IN'), ('social', 'JJ'), ('media', 'NNS'), ('harms', 'NNS'), ('children', 'NNS')]",-0.75,Negative,0
4,The New York Times,@nytimes,2021-12-07T11:00:18.000Z,Biden’s Supreme Court Commission Prepares to Vote on Final Report A draft version of the document flagged deep disputes over court expansion while exploring how phasing in term limits might work.,24,40,biden supreme court commission prepares vote final report draft version document flagged deep disputes court expansion exploring phasing term limits might work,"[('biden', 'JJ'), ('supreme', 'NN'), ('court', 'NN'), ('commission', 'NN'), ('prepares', 'VBZ'), ('vote', 'VBP'), ('final', 'JJ'), ('report', 'NN'), ('draft', 'NN'), ('version', 'NN'), ('document', 'NN'), ('flagged', 'VBD'), ('deep', 'JJ'), ('disputes', 'NNS'), ('court', 'NN'), ('expansion', 'NN'), ('exploring', 'VBG'), ('phasing', 'VBG'), ('term', 'NN'), ('limits', 'NNS'), ('might', 'MD'), ('work', 'VB')]",-0.25,Negative,0
5,The New York Times,@nytimes,2021-12-07T10:45:08.000Z,"Ahead of Biden’s Democracy Summit, China Says: We’re Also a Democracy Beijing argues that its system represents a distinctive form of democracy, one that has dealt better than the West with challenges like the pandemic.",53,42,ahead biden democracy summit china says also democracy beijing argues system represents distinctive form democracy one dealt better west challenges like pandemic,"[('ahead', 'RB'), ('biden', 'JJ'), ('democracy', 'NN'), ('summit', 'NN'), ('china', 'NN'), ('says', 'VBZ'), ('also', 'RB'), ('democracy', 'NN'), ('beijing', 'VBG'), ('argues', 'NNS'), ('system', 'NN'), ('represents', 'VBZ'), ('distinctive', 'JJ'), ('form', 'NN'), ('democracy', 'NN'), ('one', 'CD'), ('dealt', 'NN'), ('better', 'RBR'), ('west', 'JJS'), ('challenges', 'NNS'), ('like', 'IN'), ('pandemic', 'NN')]",1.0,Positive,0
6,The New York Times,@nytimes,2021-12-07T10:30:05.000Z,"Best Movies of 2021 Even when a film wasn’t great, filmgoing was. But there were some truly wonderful releases, ranging from music docs and musicals to westerns and the just plain weird.",10,31,best movies even film great filmgoing truly wonderful releases ranging music docs musicals westerns plain weird,"[('best', 'JJS'), ('movies', 'NNS'), ('even', 'RB'), ('film', 'NN'), ('great', 'JJ'), ('filmgoing', 'VBG'), ('truly', 'RB'), ('wonderful', 'JJ'), ('releases', 'NNS'), ('ranging', 'VBG'), ('music', 'NN'), ('docs', 'NN'), ('musicals', 'NNS'), ('westerns', 'VBP'), ('plain', 'JJ'), ('weird', 'NN')]",3.0,Positive,0
7,The New York Times,@nytimes,2021-12-07T10:00:11.000Z,"Chanel, TikTok and the Beauty Advent Calendar Controversy Some social media users are not feeling the Christmas spirit — or this box of mini lipsticks and branded stickers.",9,34,chanel tiktok beauty advent calendar controversy social media users feeling christmas spirit box mini lipsticks branded stickers,"[('chanel', 'NNS'), ('tiktok', 'VBP'), ('beauty', 'NN'), ('advent', 'NN'), ('calendar', 'NN'), ('controversy', 'NN'), ('social', 'JJ'), ('media', 'NNS'), ('users', 'NNS'), ('feeling', 'VBG'), ('christmas', 'NN'), ('spirit', 'NN'), ('box', 'NN'), ('mini', 'NN'), ('lipsticks', 'NNS'), ('branded', 'VBD'), ('stickers', 'NNS')]",1.125,Positive,0
8,The New York Times,@nytimes,2021-12-07T09:30:07.000Z,"Trevor Noah Suggests Sending Marjorie Taylor Greene to Beijing “If you want to get back at China, you have Marjorie Taylor Greene in the stands,” Noah said of the U.S. diplomatic boycott of the Olympics.",16,22,trevor noah suggests sending marjorie taylor greene beijing want get back china marjorie taylor greene stands noah said u diplomatic boycott olympics,"[('trevor', 'NN'), ('noah', 'JJ'), ('suggests', 'VBZ'), ('sending', 'VBG'), ('marjorie', 'NNS'), ('taylor', 'JJ'), ('greene', 'VBP'), ('beijing', 'VBG'), ('want', 'VBP'), ('get', 'VB'), ('back', 'RB'), ('china', 'JJ'), ('marjorie', 'NN'), ('taylor', 'NN'), ('greene', 'NN'), ('stands', 'VBZ'), ('noah', 'NNS'), ('said', 'VBD'), ('u', 'JJ'), ('diplomatic', 'JJ'), ('boycott', 'NN'), ('olympics', 'NNS')]",0.125,Positive,0
9,The New York Times,@nytimes,2021-12-07T09:00:12.000Z,Can Germany’s New Chancellor Revive the Left in Europe? Olaf Scholz wants to win back workers who defected to the populist far right. Success could make him a model for Social Democrats everywhere.,21,49,germany new chancellor revive left europe olaf scholz wants win back workers defected populist far right success could make model social democrats everywhere,"[('germany', 'JJ'), ('new', 'JJ'), ('chancellor', 'NN'), ('revive', 'NN'), ('left', 'VBD'), ('europe', 'JJ'), ('olaf', 'IN'), ('scholz', 'NN'), ('wants', 'VBZ'), ('win', 'VB'), ('back', 'RP'), ('workers', 'NNS'), ('defected', 'VBD'), ('populist', 'NN'), ('far', 'RB'), ('right', 'JJ'), ('success', 'NN'), ('could', 'MD'), ('make', 'VB'), ('model', 'NN'), ('social', 'JJ'), ('democrats', 'NNS'), ('everywhere', 'RB')]",0.875,Positive,0
10,The New York Times,@nytimes,2021-12-07T04:10:03.000Z,"How the Supply Chain Crisis Unfolded The highly intricate and interconnected global supply chain is in upheaval, and in one way or another, much of the crisis can be traced to the outbreak of Covid-19.",32,178,supply chain crisis unfolded highly intricate interconnected global supply chain upheaval one way another much crisis traced outbreak covid,"[('supply', 'NN'), ('chain', 'NN'), ('crisis', 'NN'), ('unfolded', 'VBD'), ('highly', 'RB'), ('intricate', 'JJ'), ('interconnected', 'VBN'), ('global', 'JJ'), ('supply', 'NN'), ('chain', 'NN'), ('upheaval', 'JJ'), ('one', 'CD'), ('way', 'NN'), ('another', 'DT'), ('much', 'RB'), ('crisis', 'NN'), ('traced', 'VBD'), ('outbreak', 'JJ'), ('covid', 'NN')]",0.125,Positive,2
11,The New York Times,@nytimes,2021-12-07T03:50:03.000Z,"Drake Removes Himself From Competition for 2022 Grammy Awards The superstar rapper and singer, long a critic of the awards, was nominated in two categories, best rap album and best rap performance.",63,87,drake removes competition grammy awards superstar rapper singer long critic awards nominated two categories best rap album best rap performance,"[('drake', 'VB'), ('removes', 'NNS'), ('competition', 'NN'), ('grammy', 'NN'), ('awards', 'NNS'), ('superstar', 'VBP'), ('rapper', 'JJ'), ('singer', 'NN'), ('long', 'RB'), ('critic', 'JJ'), ('awards', 'NNS'), ('nominated', 'VBN'), ('two', 'CD'), ('categories', 'NNS'), ('best', 'RB'), ('rap', 'VBP'), ('album', 'JJ'), ('best', 'JJS'), ('rap', 'NN'), ('performance', 'NN')]",0.625,Positive,0
12,The New York Times,@nytimes,2021-12-07T03:30:05.000Z,Opinion | A Glimmer of Justice in Death Penalty States The halting of executions and the guilty verdicts in the Ahmaud Arbery case have given us the slightest bit of hope for change.,19,29,opinion glimmer justice death penalty states halting executions guilty verdicts ahmaud arbery case given us slightest bit hope change,"[('opinion', 'NN'), ('glimmer', 'NN'), ('justice', 'NN'), ('death', 'NN'), ('penalty', 'NN'), ('states', 'NNS'), ('halting', 'VBG'), ('executions', 'NNS'), ('guilty', 'JJ'), ('verdicts', 'NNS'), ('ahmaud', 'RB'), ('arbery', 'JJ'), ('case', 'NN'), ('given', 'VBN'), ('us', 'PRP'), ('slightest', 'JJS'), ('bit', 'NN'), ('hope', 'VBP'), ('change', 'NN')]",-1.375,Negative,0
13,The New York Times Retweeted,@EricDavisMiddVT,2021-12-07T01:58:32.000Z,Biden Expected to Offer Warnings and Alternatives in Call With Putin President Biden will hold a high-stakes video call with Vladimir V. Putin of Russia on Tuesday.,14,12,biden expected offer warnings alternatives call putin president biden hold high stakes video call vladimir v putin russia tuesday,"[('biden', 'NN'), ('expected', 'VBN'), ('offer', 'VBP'), ('warnings', 'NNS'), ('alternatives', 'NNS'), ('call', 'VBP'), ('putin', 'JJ'), ('president', 'NN'), ('biden', 'NN'), ('hold', 'VBP'), ('high', 'JJ'), ('stakes', 'NNS'), ('video', 'VBP'), ('call', 'JJ'), ('vladimir', 'NN'), ('v', 'NN'), ('putin', 'NN'), ('russia', 'NN'), ('tuesday', 'NN')]",-0.375,Negative,0
14,The New York Times,@nytimes,2021-12-07T00:30:15.000Z,A company called Air Ghislaine bought a helicopter with $7 million of Jeffrey Epstein’s money.,18,68,company called air ghislaine bought helicopter million jeffrey epstein money,"[('company', 'NN'), ('called', 'VBD'), ('air', 'NN'), ('ghislaine', 'NN'), ('bought', 'VBD'), ('helicopter', 'NN'), ('million', 'CD'), ('jeffrey', 'NN'), ('epstein', 'JJ'), ('money', 'NN')]",0.0,Positive,0
15,The New York Times,@nytimes,2021-12-07T00:15:07.000Z,"Drake's withdrawal from the 2022 Grammy Awards is the latest complication for the Recording Academy, which has struggled to prevent an exodus among artists who have complained about a poor win record for Black artists in the most prestigious categories.",103,205,drake withdrawal grammy awards latest complication recording academy struggled prevent exodus among artists complained poor win record black artists prestigious categories,"[('drake', 'NN'), ('withdrawal', 'NN'), ('grammy', 'NN'), ('awards', 'NNS'), ('latest', 'JJS'), ('complication', 'NN'), ('recording', 'VBG'), ('academy', 'NN'), ('struggled', 'VBD'), ('prevent', 'JJ'), ('exodus', 'NN'), ('among', 'IN'), ('artists', 'NNS'), ('complained', 'VBD'), ('poor', 'JJ'), ('win', 'NN'), ('record', 'NN'), ('black', 'JJ'), ('artists', 'VBZ'), ('prestigious', 'JJ'), ('categories', 'NNS')]",-0.375,Negative,0
16,The New York Times Retweeted,@davidenrich,2021-12-06T23:02:54.000Z,"Trump’s Media Company Is Investigated Over Financing Deal A financing company told investors that it wasn’t in deal talks, weeks after its C.E.O. held a private videoconference about a possible deal with Donald Trump.",85,366,trump media company investigated financing deal financing company told investors deal talks weeks c e held private videoconference possible deal donald trump,"[('trump', 'NN'), ('media', 'NNS'), ('company', 'NN'), ('investigated', 'VBD'), ('financing', 'NN'), ('deal', 'NN'), ('financing', 'VBG'), ('company', 'NN'), ('told', 'VBD'), ('investors', 'NNS'), ('deal', 'VB'), ('talks', 'NNS'), ('weeks', 'NNS'), ('c', 'VBP'), ('e', 'RB'), ('held', 'VBN'), ('private', 'JJ'), ('videoconference', 'NN'), ('possible', 'JJ'), ('deal', 'NN'), ('donald', 'NN'), ('trump', 'NN')]",0.375,Positive,0
17,The New York Times,@nytimes,2021-12-07T00:00:02.000Z,"Omicron Is Fast Moving, but Perhaps Less Severe, Early Reports Suggest Researchers in South Africa, where the variant is spreading quickly, say it may cause less serious Covid cases than other forms of the virus, but it is unclear whether that will hold true.",39,73,omicron fast moving perhaps less severe early reports suggest researchers south africa variant spreading quickly say may cause less serious covid cases forms virus unclear whether hold true,"[('omicron', 'NN'), ('fast', 'RB'), ('moving', 'VBG'), ('perhaps', 'RB'), ('less', 'RBR'), ('severe', 'JJ'), ('early', 'JJ'), ('reports', 'NNS'), ('suggest', 'VBP'), ('researchers', 'NNS'), ('south', 'VBP'), ('africa', 'JJ'), ('variant', 'JJ'), ('spreading', 'VBG'), ('quickly', 'RB'), ('say', 'VB'), ('may', 'MD'), ('cause', 'VB'), ('less', 'RBR'), ('serious', 'JJ'), ('covid', 'NN'), ('cases', 'NNS'), ('forms', 'VBP'), ('virus', 'JJ'), ('unclear', 'JJ'), ('whether', 'IN'), ('hold', 'NN'), ('true', 'JJ')]",0.25,Positive,1
18,The New York Times,@nytimes,2021-12-06T23:45:02.000Z,"Chris Cuomo says he will end his radio show, two days after CNN firing. The anchor was dismissed by CNN over the weekend amid an inquiry over help he gave his brother and after an allegation of sexual misconduct, which he denies.",55,64,chris cuomo says end radio show two days cnn firing anchor dismissed cnn weekend amid inquiry help gave brother allegation sexual misconduct denies,"[('chris', 'NN'), ('cuomo', 'NN'), ('says', 'VBZ'), ('end', 'NN'), ('radio', 'NN'), ('show', 'NN'), ('two', 'CD'), ('days', 'NNS'), ('cnn', 'VBP'), ('firing', 'VBG'), ('anchor', 'NN'), ('dismissed', 'VBN'), ('cnn', 'JJ'), ('weekend', 'NN'), ('amid', 'IN'), ('inquiry', 'JJ'), ('help', 'NN'), ('gave', 'VBD'), ('brother', 'JJR'), ('allegation', 'NN'), ('sexual', 'JJ'), ('misconduct', 'NN'), ('denies', 'NNS')]",0.5,Positive,0
19,The New York Times,@nytimes,2021-12-06T23:30:05.000Z,"Devin Nunes Will Quit the House to Take Over Trump’s Media Company The California Republican, who emerged as one of Donald J. Trump’s most pugnacious defenders, chose a Trump media firm over a potentially powerful new post in Congress.",319,156,devin nunes quit house take trump media company california republican emerged one donald j trump pugnacious defenders chose trump media firm potentially powerful new post congress,"[('devin', 'NN'), ('nunes', 'NNS'), ('quit', 'VBP'), ('house', 'NN'), ('take', 'VB'), ('trump', 'NN'), ('media', 'NNS'), ('company', 'NN'), ('california', 'VBP'), ('republican', 'JJ'), ('emerged', 'VBD'), ('one', 'CD'), ('donald', 'NN'), ('j', 'NN'), ('trump', 'VBP'), ('pugnacious', 'JJ'), ('defenders', 'NNS'), ('chose', 'VBD'), ('trump', 'JJ'), ('media', 'NNS'), ('firm', 'NN'), ('potentially', 'RB'), ('powerful', 'JJ'), ('new', 'JJ'), ('post', 'NN'), ('congress', 'NN')]",0.25,Positive,0
20,The New York Times,@nytimes,2021-12-06T23:15:04.000Z,"Justice Department Closes Emmett Till Investigation Without Charges The department said it could not corroborate a book’s claim that a central witness had recanted her statements about Emmett, a Black teenager killed by two white men in 1955.",62,228,justice department closes emmett till investigation without charges department said could corroborate book claim central witness recanted statements emmett black teenager killed two white men,"[('justice', 'NN'), ('department', 'NN'), ('closes', 'VBZ'), ('emmett', 'VBP'), ('till', 'JJ'), ('investigation', 'NN'), ('without', 'IN'), ('charges', 'NNS'), ('department', 'NN'), ('said', 'VBD'), ('could', 'MD'), ('corroborate', 'VB'), ('book', 'NN'), ('claim', 'NN'), ('central', 'JJ'), ('witness', 'NN'), ('recanted', 'VBD'), ('statements', 'NNS'), ('emmett', 'JJ'), ('black', 'JJ'), ('teenager', 'NN'), ('killed', 'VBD'), ('two', 'CD'), ('white', 'JJ'), ('men', 'NNS')]",-0.25,Negative,2
21,The New York Times,@nytimes,2021-12-06T23:00:19.000Z,"Grammys Remove Taylor Swift and Others From Olivia Rodrigo Nomination Swift, Jack Antonoff and St. Vincent are credited on “Sour,” but the awards don’t count interpolations — rerecorded quotations from other songs — toward album of the year consideration.",11,64,grammys remove taylor swift others olivia rodrigo nomination swift jack antonoff st vincent credited sour awards count interpolations rerecorded quotations songs toward album year consideration,"[('grammys', 'NN'), ('remove', 'VB'), ('taylor', 'NN'), ('swift', 'NN'), ('others', 'NNS'), ('olivia', 'VBP'), ('rodrigo', 'JJ'), ('nomination', 'NN'), ('swift', 'NN'), ('jack', 'NN'), ('antonoff', 'NN'), ('st', 'NN'), ('vincent', 'NN'), ('credited', 'VBD'), ('sour', 'JJ'), ('awards', 'NNS'), ('count', 'NN'), ('interpolations', 'NNS'), ('rerecorded', 'VBD'), ('quotations', 'NNS'), ('songs', 'NNS'), ('toward', 'IN'), ('album', 'JJ'), ('year', 'NN'), ('consideration', 'NN')]",0.0,Positive,0
22,The New York Times,@nytimes,2021-12-06T22:45:01.000Z,Are You an Older American Weathering the Pandemic? Share Your Story We want to hear from you.,40,29,older american weathering pandemic share story want hear,"[('older', 'JJR'), ('american', 'JJ'), ('weathering', 'NN'), ('pandemic', 'JJ'), ('share', 'NN'), ('story', 'NN'), ('want', 'VBP'), ('hear', 'NN')]",0.5,Positive,0
23,The New York Times,@nytimes,2021-12-06T22:30:09.000Z,"France is closing nightclubs for four weeks, officials said on Monday, saying that a large share of new infections were in young people, and that it was difficult to wear masks in clubs.",44,171,france closing nightclubs four weeks officials said monday saying large share new infections young people difficult wear masks clubs,"[('france', 'NN'), ('closing', 'NN'), ('nightclubs', 'RB'), ('four', 'CD'), ('weeks', 'NNS'), ('officials', 'NNS'), ('said', 'VBD'), ('monday', 'JJ'), ('saying', 'VBG'), ('large', 'JJ'), ('share', 'NN'), ('new', 'JJ'), ('infections', 'NNS'), ('young', 'JJ'), ('people', 'NNS'), ('difficult', 'JJ'), ('wear', 'JJ'), ('masks', 'NNS'), ('clubs', 'NNS')]",-0.25,Negative,2
24,The New York Times,@nytimes,2021-12-06T20:30:11.000Z,"‘Just Total Chaos’: Floods Bring Death and Devastation to Dairies Near-record flooding in Washington State drowned cattle, demolished homes and damaged equipment. Broken supply chains are making it even harder to recover.",5,20,total chaos floods bring death devastation dairies near record flooding washington state drowned cattle demolished homes damaged equipment broken supply chains making even harder recover,"[('total', 'JJ'), ('chaos', 'NN'), ('floods', 'NNS'), ('bring', 'VBP'), ('death', 'NN'), ('devastation', 'NN'), ('dairies', 'NNS'), ('near', 'IN'), ('record', 'NN'), ('flooding', 'VBG'), ('washington', 'NN'), ('state', 'NN'), ('drowned', 'VBD'), ('cattle', 'NNS'), ('demolished', 'VBN'), ('homes', 'NNS'), ('damaged', 'VBN'), ('equipment', 'NN'), ('broken', 'VBN'), ('supply', 'NN'), ('chains', 'NNS'), ('making', 'VBG'), ('even', 'RB'), ('harder', 'RBR'), ('recover', 'NN')]",-0.125,Negative,0
25,The New York Times,@nytimes,2021-12-06T20:20:04.000Z,"Toyota will spend $1.3 billion on a N.C. electric car battery plant. The plant, which will employ 1,750 people, will be located outside of Greensboro.",12,91,toyota spend billion n c electric car battery plant plant employ people located outside greensboro,"[('toyota', 'JJ'), ('spend', 'VBP'), ('billion', 'CD'), ('n', 'NNS'), ('c', 'VBP'), ('electric', 'JJ'), ('car', 'NN'), ('battery', 'NN'), ('plant', 'NN'), ('plant', 'NN'), ('employ', 'NN'), ('people', 'NNS'), ('located', 'VBN'), ('outside', 'IN'), ('greensboro', 'NN')]",0.125,Positive,0
26,The New York Times,@nytimes,2021-12-06T20:10:03.000Z,"Stricter coronavirus testing rules take effect for travelers flying to the U.S. Inbound travelers must now show a negative result from a test taken no more than a day before departure, a requirement some say may be hard to satisfy.",42,105,stricter coronavirus testing rules take effect travelers flying u inbound travelers must show negative result test taken day departure requirement say may hard satisfy,"[('stricter', 'NN'), ('coronavirus', 'NN'), ('testing', 'VBG'), ('rules', 'NNS'), ('take', 'VBP'), ('effect', 'NN'), ('travelers', 'NNS'), ('flying', 'VBG'), ('u', 'JJ'), ('inbound', 'NN'), ('travelers', 'NNS'), ('must', 'MD'), ('show', 'VB'), ('negative', 'JJ'), ('result', 'NN'), ('test', 'NN'), ('taken', 'VBN'), ('day', 'NN'), ('departure', 'NN'), ('requirement', 'NN'), ('say', 'VBP'), ('may', 'MD'), ('hard', 'VB'), ('satisfy', 'NN')]",-0.5,Negative,1
27,The New York Times,@nytimes,2021-12-06T20:00:10.000Z,"Exxon Mobil aims for net-zero emissions from its operations in the Permian Basin by 2030. Exxon plans to reduce greenhouse gas emissions across its business, bit its goal does not include offsetting emissions from its customers, such as car and truck owners and airlines.",16,25,exxon mobil aims net zero emissions operations permian basin exxon plans reduce greenhouse gas emissions across business bit goal include offsetting emissions customers car truck owners airlines,"[('exxon', 'RB'), ('mobil', 'JJ'), ('aims', 'NNS'), ('net', 'JJ'), ('zero', 'CD'), ('emissions', 'NNS'), ('operations', 'NNS'), ('permian', 'JJ'), ('basin', 'NN'), ('exxon', 'NN'), ('plans', 'NNS'), ('reduce', 'VB'), ('greenhouse', 'NN'), ('gas', 'NN'), ('emissions', 'NNS'), ('across', 'IN'), ('business', 'NN'), ('bit', 'NN'), ('goal', 'NN'), ('include', 'VBP'), ('offsetting', 'VBG'), ('emissions', 'NNS'), ('customers', 'NNS'), ('car', 'NN'), ('truck', 'NN'), ('owners', 'NNS'), ('airlines', 'NNS')]",0.125,Positive,0
28,The New York Times,@nytimes,2021-12-06T19:50:11.000Z,"Without Roe v. Wade, legislatures in 22 states would almost certainly move to ban or substantially restrict access to abortion.",94,230,without roe v wade legislatures states would almost certainly move ban substantially restrict access abortion,"[('without', 'IN'), ('roe', 'JJ'), ('v', 'NN'), ('wade', 'NN'), ('legislatures', 'VBZ'), ('states', 'NNS'), ('would', 'MD'), ('almost', 'RB'), ('certainly', 'RB'), ('move', 'VBP'), ('ban', 'NN'), ('substantially', 'RB'), ('restrict', 'JJ'), ('access', 'NN'), ('abortion', 'NN')]",0.375,Positive,0
29,The New York Times,@nytimes,2021-12-06T19:41:16.000Z,Justice Dept. Files Voting Rights Suit Against Texas Over New Map The department said the state’s redistricting plan would violate the Voting Rights Act by discriminating against minority voters.,63,212,justice dept files voting rights suit texas new map department said state redistricting plan would violate voting rights act discriminating minority voters,"[('justice', 'NN'), ('dept', 'VBD'), ('files', 'NNS'), ('voting', 'VBG'), ('rights', 'NNS'), ('suit', 'NN'), ('texas', 'VBP'), ('new', 'JJ'), ('map', 'NN'), ('department', 'NN'), ('said', 'VBD'), ('state', 'NN'), ('redistricting', 'NN'), ('plan', 'NN'), ('would', 'MD'), ('violate', 'VB'), ('voting', 'NN'), ('rights', 'NNS'), ('act', 'NN'), ('discriminating', 'VBG'), ('minority', 'NN'), ('voters', 'NNS')]",0.75,Positive,2
30,The New York Times,@nytimes,2021-12-06T19:40:01.000Z,"Hawaii Braces for More Rain as Storm Lashes Region Some parts of the islands could see as much as 25 inches of rain through Tuesday, meteorologists said.",5,61,hawaii braces rain storm lashes region parts islands could see much inches rain tuesday meteorologists said,"[('hawaii', 'NN'), ('braces', 'NNS'), ('rain', 'VBP'), ('storm', 'JJ'), ('lashes', 'NNS'), ('region', 'NN'), ('parts', 'NNS'), ('islands', 'NNS'), ('could', 'MD'), ('see', 'VB'), ('much', 'JJ'), ('inches', 'NNS'), ('rain', 'VBP'), ('tuesday', 'JJ'), ('meteorologists', 'NNS'), ('said', 'VBD')]",-0.125,Negative,2
31,The New York Times,@nytimes,2021-12-06T16:00:13.000Z,"Procrastinar no es un asunto de holgazanería, sino de manejo de las emociones (Published 2019) Postergar las tareas pendientes no es una incapacidad para administrar el tiempo, sino una manera de enfrentar las emociones desafiantes y estados de ánimo negativos generados por ciertas responsab...",8,50,procrastinar es un asunto de holgazaner sino de manejo de las emociones published postergar las tareas pendientes es una incapacidad para administrar el tiempo sino una manera de enfrentar las emociones desafiantes estados de nimo negativos generados por ciertas responsab,"[('procrastinar', 'NN'), ('es', 'NN'), ('un', 'JJ'), ('asunto', 'NN'), ('de', 'IN'), ('holgazaner', 'FW'), ('sino', 'NN'), ('de', 'FW'), ('manejo', 'FW'), ('de', 'FW'), ('las', 'FW'), ('emociones', 'NNS'), ('published', 'VBN'), ('postergar', 'JJ'), ('las', 'NNS'), ('tareas', 'VBP'), ('pendientes', 'NNS'), ('es', 'VBP'), ('una', 'JJ'), ('incapacidad', 'NN'), ('para', 'NN'), ('administrar', 'NN'), ('el', 'NN'), ('tiempo', 'NN'), ('sino', 'NN'), ('una', 'JJ'), ('manera', 'NN'), ('de', 'IN'), ('enfrentar', 'FW'), ('las', 'JJ'), ('emociones', 'NNS'), ('desafiantes', 'NNS'), ('estados', 'VBP'), ('de', 'IN'), ('nimo', 'FW'), ('negativos', 'JJ'), ('generados', 'NN'), ('por', 'NN'), ('ciertas', 'NNS'), ('responsab', 'VBP')]",0.0,Positive,0
32,The New York Times,@nytimes,2021-12-06T15:55:07.000Z,Three of a Group of Missionaries Kidnapped in Haiti Have Been Released The U.S. Christian aid group said three more people were released from a group of 17 that had been kidnapped by a gang in Haiti. Two had been released last month.,10,37,three group missionaries kidnapped haiti released u christian aid group said three people released group kidnapped gang haiti two released last month,"[('three', 'CD'), ('group', 'NN'), ('missionaries', 'NNS'), ('kidnapped', 'VBD'), ('haiti', 'NNS'), ('released', 'VBN'), ('u', 'JJ'), ('christian', 'JJ'), ('aid', 'NN'), ('group', 'NN'), ('said', 'VBD'), ('three', 'CD'), ('people', 'NNS'), ('released', 'VBN'), ('group', 'NN'), ('kidnapped', 'VBD'), ('gang', 'NN'), ('haiti', 'NN'), ('two', 'CD'), ('released', 'VBN'), ('last', 'JJ'), ('month', 'NN')]",-0.5,Negative,0
